id,vote_average
218,0
6618,0
9606,0
5268,0
2543,0
2870,0
1244,0
420,0
6227,0
2058,0
8493,0
6434,0
3422,0
4510,0
1166,0
254,0
415,0
9175,0
3469,0
3050,0
759,0
1385,0
654,0
1201,0
2413,0
5579,0
5993,0
5294,0
3055,0
2830,0
2970,0
328,0
4270,0
5994,0
4392,0
2063,0
8301,0
9013,0
9329,0
5169,0
4429,0
1281,0
3381,0
2636,0
3328,0
6436,0
5018,0
7324,0
3795,0
2663,0
8282,0
1282,0
4148,0
1362,0
1437,0
9628,0
3441,0
56,0
4597,0
8479,0
5365,0
1844,0
5515,0
8573,0
6263,0
2880,0
1743,0
8398,0
4169,0
5197,0
8993,0
740,0
9066,0
1624,0
524,0
7999,0
4419,0
5426,0
6689,0
7382,0
435,0
2960,0
308,0
1565,0
2631,0
5597,0
9477,0
401,0
3826,0
881,0
3997,0
7118,0
3265,0
8406,0
5009,0
5736,0
5554,0
288,0
5564,0
8324,0
2623,0
8859,0
476,0
8591,0
9713,0
6522,0
3111,0
9470,0
737,0
3133,0
8047,0
6551,0
5407,0
5563,0
5328,0
6718,0
5118,0
4619,0
3689,0
7716,0
1839,0
1995,0
2399,0
6510,0
9356,0
4119,0
5894,0
800,0
8423,0
7680,0
1405,0
5431,0
69,0
9543,0
2759,0
8294,0
1586,0
6666,0
8014,0
1074,0
3063,0
6487,0
4705,0
